PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE
P04338,Karapakkam,1080,20-09-2010,173,1.0,1.0,3,Family,Yes,01-10-1964,Commercial,NoSewr ,Gravel,RL,3.7,5.0,4.0,4.21,492177,213990,10699500
P09135,Adyar,647,26-03-2007,28,1.0,1.0,2,AdjLand,Yes,30-03-1991,House,NoSeWa,Paved,I,4.7,4.5,3.3,3.96,244951,28818,7204440
P02497,Velachery,1747,23-09-2011,51,2.0,1.0,4,Partial,Yes,26-09-1998,Others,NoSewr ,Gravel,C,2.8,2.2,4.7,3.1,309486,89851,9983410
P09568,Velachery,1543,28-09-2006,42,2.0,1.0,4,AbNormal,Yes,09-10-1963,Others,ELO,Paved,C,4.9,2.9,4.2,3.79,284890,117308,8379110
P07613,KK Nagar,2075,21-09-2008,6,3.0,2.0,5,AbNormal,No,29-09-1979,Others,AllPub,Paved,RH,4.8,2.3,4.3,3.85,374363,181833,10696080
P00127,Chrompet,1025,23-11-2014,185,1.0,1.0,3,AdjLand,No,25-11-2005,Others,NoSeWa,Gravel,RL,2.4,3.4,2.4,2.8,319018,125674,9667200
P07337,Anna Nagar,1774,16-12-2008,130,1.0,1.0,4,Normal Sale,Yes,18-12-2001,House,AllPub,Paved,RL,2.9,3.3,3.6,3.28,515042,94876,13553740
P02752,Adyar,1098,05-08-2011,86,1.0,1.0,3,AbNormal,Yes,08-08-1997,Commercial,NoSewr ,Gravel,C,3.7,2.8,2.1,2.72,508787,130458,13045810
P09812,Velachery,1559,20-05-2005,110,2.0,1.0,4,Partial,No,01-06-1957,Others,AllPub,Paved,C,4.2,5.0,3.3,4.29,296776,74194,7419410
P00570,Chrompet,885,29-12-2013,105,1.0,1.0,3,Partial,Yes,05-01-1988,Commercial,NoSeWa,No Access,RL,3.4,2.2,4.0,3.1,306838,76710,10958500
P00970,Chrompet,964,28-03-2013,52,1.0,1.0,3,Family,Yes,07-04-1973,Others,NoSeWa,Paved,RL,4.9,3.8,4.0,4.19,271568,135784,9052280
P08971,Chrompet,1225,30-05-2007,85,2.0,1.0,4,AbNormal,Yes,31-05-2000,Others,AllPub,Gravel,RH,3.8,4.5,4.7,,300146,177864,11116500
P05053,Adyar,682,08-05-2010,6,1.0,1.0,2,AdjLand,No,11-05-1996,Commercial,NoSewr ,No Access,RL,4.8,4.0,2.9,3.69,343368,49053,9810510
P08309,Chrompet,1072,19-02-2008,148,1.0,1.0,3,AdjLand,Yes,23-02-1991,Commercial,ELO,No Access,RH,2.5,3.5,3.6,3.23,361286,186872,12458150
P09447,Chrompet,1147,01-12-2006,191,1.0,1.0,3,Partial,No,10-12-1970,Commercial,ELO,Gravel,RM,2.4,2.7,3.0,2.7,428262,173982,13383200
P05214,KK Nagar,1941,10-04-2010,174,3.0,2.0,5,AbNormal,No,12-04-2003,Others,NoSeWa,Gravel,RM,2.0,3.4,2.9,2.78,361355,264994,12045160
P05657,T Nagar,1854,17-01-2010,5,2.0,1.0,5,Partial,Yes,27-01-1971,Others,NoSeWa,No Access,RH,3.4,3.0,2.8,3.03,433973,242514,12763900
P01868,Karapakkam,589,24-01-2012,168,1.0,1.0,2,AbNormal,No,30-01-1986,Others,AllPub,No Access,RM,5.0,2.1,4.3,3.85,286840,58539,5853875
P09075,Anna Nagar,1703,16-04-2007,164,1.0,1.0,4,AdjLand,Yes,17-04-2002,Commercial,AllPub,Paved,RL,2.7,3.6,3.5,3.245,623468,228605,20782250
P08015,Chrompet,1081,20-05-2008,165,1.0,1.0,3,Family,No,23-05-1999,Commercial,NoSeWa,No Access,RH,3.6,2.0,4.8,3.32,282974,101871,11318950
P04001,Karapakkam,762,26-11-2010,87,1.0,1.0,2,Normal Sale,Yes,08-12-1961,House,NoSewr ,Gravel,RM,4.2,2.7,3.7,3.55,268651,161191,7675750
P08842,Adyar,1261,28-07-2007,172,2.0,2.0,4,Family,No,01-08-1990,Commercial,AllPub,Gravel,A,4.5,5.0,4.1,4.4,504697,194114,12940955
P05125,KK Nagar,1945,26-04-2010,72,3.0,2.0,5,AbNormal,Yes,02-05-1987,House,NoSewr ,Gravel,RH,2.3,3.2,2.5,2.65,509220,108345,10834460
P09690,Velachery,1565,19-02-2006,88,2.0,1.0,4,AbNormal,Yes,29-02-1968,Commercial,AllPub,Gravel,I,4.8,3.1,2.9,3.47,485622,277498,13874910
P07425,Velachery,1607,13-11-2008,119,2.0,1.0,4,Normal Sale,No,27-11-1954,Others,ELO,Paved,RH,3.6,3.9,2.5,3.41,341151,179104,8528780
P02188,Velachery,1849,19-11-2011,190,3.0,2.0,5,Partial,Yes,22-11-1996,House,ELO,No Access,RH,4.6,4.0,3.2,3.91,322572,123336,9487400
P00364,Chrompet,871,06-06-2014,47,1.0,1.0,3,AdjLand,No,16-06-1974,House,ELO,No Access,RM,2.0,3.1,2.7,2.65,235936,95849,7373000
P04063,Karapakkam,882,15-11-2010,173,1.0,1.0,2,Partial,No,27-11-1962,Commercial,NoSewr ,No Access,C,5.0,4.1,3.0,3.93,272350,119834,5447000
P05908,Chrompet,1017,01-12-2009,111,1.0,1.0,3,Normal Sale,Yes,05-12-1995,Others,NoSeWa,No Access,RL,4.6,4.2,3.2,4.02,296185,138837,9255790
P06814,Chrompet,999,15-05-2009,70,1.0,1.0,3,Partial,Yes,20-05-1990,Others,NoSeWa,No Access,RM,4.1,3.4,2.4,3.31,252771,74895,9361880
P06161,Velachery,1670,11-10-2009,197,2.0,1.0,4,Partial,No,21-10-1970,Others,NoSeWa,No Access,RH,4.6,3.3,2.8,3.48,252573,57033,8147530
P04764,Chrompet,731,03-07-2010,42,1.0,1.0,2,Partial,Yes,10-07-1980,Others,AllPub,Gravel,RL,3.7,4.9,4.2,4.33,243963,69704,8712970
P01402,T Nagar,1520,02-06-2012,197,1.0,1.0,4,AbNormal,Yes,13-06-1969,Commercial,ELO,Paved,RH,3.8,4.1,4.8,4.325,680262,244197,17442610
P01208,Chrompet,1128,24-10-2012,141,1.0,1.0,3,Family,No,02-11-1977,Commercial,AllPub,No Access,RL,4.4,2.5,4.0,3.52,374252,144872,12072650
P07028,KK Nagar,1874,18-03-2009,91,3.0,2.0,5,Family,Yes,23-03-1988,House,NoSeWa,Paved,RL,4.9,3.1,2.5,3.4,498558,233368,10607620
P03837,Karapakkam,813,02-01-2011,99,1.0,1.0,2,AdjLand,No,13-01-1965,House,NoSewr ,Gravel,A,4.9,4.4,3.0,3.99,172118,96554,4198000
P09234,Anna Nagar,1628,17-02-2007,133,1.0,1.0,4,AdjLand,No,19-02-1997,House,AllPub,Gravel,RL,2.8,2.9,2.3,2.625,493410,151819,12651550
P07462,Anna Nagar,1738,03-11-2008,200,1.0,1.0,4,Partial,No,09-11-1985,Others,AllPub,Gravel,RL,2.1,2.1,3.9,2.82,505142,172812,13293200
P04084,Velachery,1693,11-11-2010,144,2.0,1.0,4,AdjLand,Yes,16-11-1988,Commercial,NoSeWa,No Access,A,2.6,3.7,3.8,3.46,497620,229671,12759490
P06423,Karapakkam,1270,22-08-2009,171,1.0,1.0,3,Normal Sale,Yes,25-08-1997,Commercial,AllPub,No Access,C,3.6,2.1,3.5,3.11,461678,216706,9422000
P07309,KK Nagar,2292,25-12-2008,122,4.0,2.0,6,Partial,Yes,29-12-1995,Others,NoSewr ,Paved,RL,2.8,3.2,3.7,3.28,466074,245984,12946500
P05630,Karapakkam,1238,22-01-2010,156,1.0,1.0,3,Partial,No,03-02-1962,House,NoSewr ,Gravel,I,4.6,3.5,3.6,3.87,203184,95616,5976000
P01119,Chrompet,1117,11-12-2012,10,1.0,1.0,3,Normal Sale,No,16-12-1995,Commercial,NoSeWa,Gravel,RH,3.3,3.7,4.3,3.76,368444,203279,12704950
P09615,Velachery,1678,04-07-2006,19,2.0,1.0,4,AdjLand,Yes,09-07-1984,Commercial,NoSewr ,Gravel,C,2.1,3.9,2.1,2.91,563649,303503,14452540
P05549,Anna Nagar,1792,05-02-2010,62,1.0,1.0,4,Normal Sale,Yes,07-02-2003,Commercial,ELO,Paved,RL,3.6,3.1,2.5,3.035,708009,229062,20823790
P03420,Karapakkam,601,30-03-2011,149,1.0,1.0,2,Family,No,04-04-1989,House,AllPub,No Access,RM,2.9,2.0,5.0,3.47,169080,84540,5636000
P03385,Karapakkam,1199,05-04-2011,122,1.0,1.0,3,Family,Yes,15-04-1968,Others,ELO,No Access,RM,4.9,4.8,3.0,4.11,378885,201534,8061375
P07784,KK Nagar,2061,04-08-2008,64,3.0,2.0,5,Family,Yes,07-08-1999,House,NoSeWa,Paved,RL,4.6,2.3,3.7,3.55,500455,113740,11373980
P00239,Anna Nagar,1838,31-08-2014,148,2.0,1.0,5,Partial,Yes,09-09-1977,Others,ELO,Gravel,RM,2.1,2.5,4.4,,568992,254549,14973480
P09052,T Nagar,1920,30-04-2007,175,2.0,1.0,5,Partial,Yes,09-05-1971,Commercial,ELO,Paved,RM,4.1,4.2,2.9,3.585,677166,305817,21844070
P08703,Chrompet,1147,15-09-2007,159,1.0,1.0,3,Normal Sale,Yes,24-09-1969,House,NoSewr ,Gravel,RH,3.9,4.4,4.2,4.19,308619,46761,9352100
P08860,Velachery,1663,22-07-2007,1,2.0,1.0,4,AdjLand,Yes,24-07-1996,Commercial,AllPub,No Access,RH,3.6,2.9,2.2,2.87,543322,132159,14684370
P08052,KK Nagar,2041,10-05-2008,85,3.0,2.0,5,Normal Sale,No,15-05-1989,House,NoSeWa,Paved,RH,2.1,5.0,2.2,3.01,346506,105877,9625180
P00870,Anna Nagar,1695,06-06-2013,98,1.0,1.0,4,AbNormal,Yes,15-06-1978,House,NoSewr ,No Access,RL,5.0,2.7,3.4,3.785,383810,203899,11994050
P01083,T Nagar,1649,08-01-2013,66,1.0,1.0,4,Family,Yes,13-01-1994,Others,NoSeWa,No Access,RH,4.9,5.0,5.0,4.97,397976,174115,12436750
P04877,KK Nagar,2349,13-06-2010,59,4.0,2.0,6,Family,No,19-06-1985,House,NoSewr ,Paved,RH,3.5,3.0,2.4,2.91,417508,104377,10437700
P00047,Anna Nagar,1669,18-01-2015,26,1.0,1.0,4,Family,Yes,22-01-1999,Commercial,AllPub,Gravel,RM,2.2,4.2,4.6,3.66,544402,293139,20938520
P01105,Anna Nagar,1549,25-12-2012,65,1.0,1.0,4,Partial,No,27-12-2007,Others,ELO,Gravel,RH,2.4,3.9,4.2,3.495,415318,71197,11866220
P09730,Velachery,1841,27-10-2005,106,3.0,2.0,5,Family,No,05-11-1969,House,ELO,Gravel,RL,3.6,2.5,3.9,3.2,296135,197423,9871170
P06345,Adyar,920,10-09-2009,136,1.0,1.0,3,Normal Sale,Yes,18-09-1978,Others,NoSewr ,Paved,RL,4.8,3.8,4.0,4.2,302175,38990,9747565
P01958,Karapakkam,1173,08-01-2012,143,1.0,1.0,3,Partial,No,13-01-1992,Commercial,ELO,Paved,A,3.9,2.3,3.9,3.42,356818,58256,7282000
P00200,T Nagar,1868,27-09-2014,160,2.0,1.0,5,AbNormal,No,04-10-1985,Others,NoSewr ,Gravel,RL,3.8,2.2,4.9,3.895,415671,143335,14333470
P06953,Chrompet,1282,09-04-2009,137,2.0,1.0,4,Partial,No,11-04-2001,Commercial,NoSeWa,Gravel,RM,2.1,4.4,4.9,3.86,471051,106366,15195200
P09679,Velachery,1847,13-03-2006,176,3.0,2.0,5,Family,No,15-03-1996,Commercial,AllPub,Gravel,RM,2.4,4.5,2.1,3.26,604809,235204,16800250
P00138,Chrompet,780,13-11-2014,37,1.0,1.0,2,AbNormal,No,17-11-1999,House,ELO,No Access,RL,4.7,3.0,3.9,3.78,202872,98164,6544250
P06536,Karapakkam,1203,28-07-2009,36,1.0,1.0,3,Partial,Yes,08-08-1966,Others,ELO,Gravel,C,4.2,4.6,2.3,3.56,238316,72819,6619875
P06865,Adyar,797,03-05-2009,99,1.0,1.0,2,AdjLand,Yes,10-05-1981,House,NoSeWa,No Access,RL,3.4,2.9,2.3,2.75,250068,40334,8066720
P07547,Chrompet,707,08-10-2008,148,1.0,1.0,2,AbNormal,Yes,11-10-1997,Others,NoSeWa,No Access,RH,4.7,3.8,3.0,3.83,215755,107878,7191840
P08449,Velachery,1737,27-12-2007,107,2.0,1.0,4,Normal Sale,No,28-12-2000,Others,NoSewr ,No Access,A,3.5,4.5,2.2,3.56,307536,138391,7688390
P03229,Karapakkam,1647,30-04-2011,170,2.0,2.0,4,AbNormal,Yes,05-05-1989,Others,NoSewr ,Gravel,RM,2.4,4.0,2.8,3.04,478058,144529,11117625
P04897,KK Nagar,1450,09-06-2010,169,2.0,1.0,4,AdjLand,Yes,14-06-1989,Others,AllPub,Paved,RH,3.8,4.4,2.4,,431738,251011,10040420
P04668,Karapakkam,1223,22-07-2010,192,1.0,1.0,3,Partial,No,29-07-1980,Others,NoSewr ,Gravel,RM,2.5,4.0,4.4,3.71,280818,76587,8509625
P04931,Karapakkam,883,01-06-2010,151,1.0,1.0,2,Normal Sale,No,04-06-1999,Others,NoSewr ,Gravel,A,3.3,4.1,4.7,4.1,222547,85984,5057875
P07857,T Nagar,1653,10-07-2008,164,1.0,1.0,4,Family,Yes,18-07-1976,Commercial,ELO,No Access,RM,2.0,2.9,2.1,2.27,589079,304041,19002540
P09113,Adyar,836,03-04-2007,117,1.0,1.0,3,Normal Sale,No,10-04-1976,Commercial,ELO,Gravel,I,3.5,3.5,2.9,3.2,315288,20341,10170565
P08571,Chrompet,961,03-11-2007,78,1.0,1.0,3,Normal Sale,No,11-11-1974,Others,NoSewr ,Paved,RL,2.8,4.7,5.0,4.22,218460,84023,8402320
P06557,KK Nagar,1622,25-07-2009,130,2.0,1.0,4,AbNormal,No,31-07-1984,Commercial,NoSeWa,Paved,RH,4.2,3.3,2.5,3.25,497784,140401,12763700
P07079,Velachery,1727,03-03-2009,73,2.0,1.0,4,AbNormal,Yes,11-03-1976,House,ELO,Gravel,A,3.3,3.6,2.0,3.05,289436,74426,8269610
P04766,KK Nagar,1868,03-07-2010,98,3.0,2.0,5,Partial,Yes,05-07-2001,Others,NoSewr ,Gravel,RH,2.0,2.6,2.4,2.34,374489,215615,11348140
P00397,Chrompet,1020,15-05-2014,80,1.0,1.0,3,Normal Sale,No,24-05-1979,House,NoSewr ,Paved,RL,4.2,3.8,3.4,3.8,208007,128004,8000250
P09915,Velachery,1574,20-10-2004,120,2.0,1.0,4,AdjLand,No,22-10-1999,Commercial,NoSeWa,No Access,C,3.1,4.1,4.8,4.06,408330,96078,12009700
P08988,Adyar,1066,22-05-2007,179,1.0,1.0,3,Family,Yes,31-05-1968,Commercial,AllPub,No Access,I,3.4,4.5,3.5,3.67,404674,154728,11902185
P01679,KK Nagar,2340,27-02-2012,4,4.0,2.0,6,AdjLand,No,01-03-2000,House,AllPub,Gravel,RL,3.8,2.9,2.7,3.09,619312,309656,12386240
P08564,Chrompet,970,06-11-2007,152,1.0,1.0,3,Partial,Yes,10-11-1990,House,ELO,No Access,RH,3.0,4.4,3.3,3.65,216449,67174,7463750
P06612,Adyar,935,14-07-2009,43,1.0,1.0,3,AbNormal,No,24-07-1970,House,NoSewr ,Gravel,A,2.6,3.9,3.1,3.11,203068,23890,5972585
P04242,KK Nagar,2088,08-10-2010,161,3.0,2.0,5,Family,Yes,12-10-1992,Others,NoSewr ,Paved,RM,2.7,4.3,3.6,3.54,605347,270474,12879720
P00171,Chrompet,1136,25-10-2014,148,1.0,1.0,3,Family,No,30-10-1995,Others,NoSewr ,No Access,RL,2.2,2.8,3.8,2.92,283080,120094,8578170
P03329,Velachery,1878,12-04-2011,18,3.0,2.0,5,Family,No,13-04-2005,Commercial,AllPub,Paved,C,5.0,2.6,4.8,3.86,573149,257917,14328720
P02694,Karapakkam,920,15-08-2011,126,1.0,1.0,3,Partial,Yes,18-08-1999,Commercial,NoSeWa,No Access,A,2.4,4.3,4.5,3.81,266480,53296,6662000
P05834,Chrompet,1117,13-12-2009,152,1.0,1.0,3,Family,No,22-12-1972,Others,AllPub,Paved,RH,3.4,3.2,2.5,3.05,223631,91109,8282640
P03184,Anna Nagar,1555,09-05-2011,184,1.0,1.0,4,AdjLand,Yes,18-05-1975,Commercial,AllPub,Paved,RH,3.1,2.8,3.3,3.105,494377,164792,18310270
P02573,Adyar,838,09-09-2011,35,1.0,1.0,3,Normal Sale,Yes,11-09-2002,Others,NoSeWa,No Access,RH,3.5,3.6,4.3,3.92,325495,100152,8346035
P08031,KK Nagar,2341,16-05-2008,192,4.0,2.0,6,Normal Sale,No,20-05-1992,Commercial,NoSeWa,Gravel,RL,3.2,4.8,4.9,4.36,847638,313258,18426920
P05853,Adyar,1109,10-12-2009,132,1.0,1.0,3,AbNormal,Yes,18-12-1977,House,AllPub,Paved,RL,3.7,4.0,3.7,3.76,389114,89796,9977280
P07818,Anna Nagar,1569,23-07-2008,187,1.0,1.0,4,Partial,Yes,31-07-1976,House,AllPub,No Access,RL,2.2,3.1,3.5,2.945,336942,67388,11231390
P01953,Chrompet,1186,09-01-2012,200,1.0,1.0,3,AdjLand,No,16-01-1983,Commercial,AllPub,Paved,RH,3.5,3.8,3.6,3.65,326064,91298,13042550
P09868,Velachery,1534,04-01-2005,6,2.0,1.0,4,Partial,Yes,18-01-1952,Others,ELO,Paved,C,4.7,4.6,2.3,3.94,284552,63234,7904210
P07907,Velachery,1643,27-06-2008,52,2.0,1.0,4,Family,Yes,05-07-1977,Commercial,AllPub,Paved,RM,4.8,3.6,2.4,3.54,577164,249584,15599020
P09007,T Nagar,1818,17-05-2007,193,2.0,1.0,5,Normal Sale,Yes,25-05-1975,Commercial,NoSeWa,Gravel,RM,4.2,2.3,3.9,3.59,682767,154173,22024740
P06599,Karapakkam,643,17-07-2009,167,1.0,1.0,2,Normal Sale,No,27-07-1969,Commercial,AllPub,NoAccess,RL,2.2,4.2,3.6,3.36,266541,91014,6501000
P00758,Chrompet,1027,16-08-2013,94,1.0,1.0,3,AdjLand,No,23-08-1985,Commercial,AllPub,No Access,RL,5.0,2.8,2.1,3.25,307512,141929,11827400
P07645,KK Nagar,2456,13-09-2008,171,4.0,2.0,6,AdjLand,Yes,18-09-1988,House,NoSewr ,Gravel,RM,5.0,5.0,3.0,4.2,679450,353880,14155200
P00468,Chrompet,935,25-03-2014,78,1.0,1.0,3,Partial,No,26-03-2008,Commercial,AllPub,No Access,RL,4.6,4.9,3.1,4.27,342752,154791,11056500
P00717,Chrompet,885,19-09-2013,122,1.0,1.0,3,Family,No,27-09-1981,House,ELO,No Access,RM,4.6,2.7,2.1,3.09,237422,107919,7194600
P06914,T Nagar,1538,20-04-2009,161,1.0,1.0,4,Family,Yes,21-04-2004,Commercial,NoSewr ,Gravel,RL,4.1,3.5,3.8,3.815,678193,368162,19376950
P03866,Karapakkam,1169,26-12-2010,136,1.0,1.0,3,AbNormal,No,05-01-1971,Commercial,NoSeWa,Paved,A,4.8,2.6,3.9,3.78,316932,115248,7203000
P04894,T Nagar,1618,09-06-2010,98,1.0,1.0,4,Family,Yes,16-06-1981,Others,NoSewr ,Paved,RH,4.0,3.2,2.4,3.08,454008,201781,12611320
P07994,KK Nagar,2491,28-05-2008,137,4.0,2.0,6,Partial,Yes,05-06-1979,Commercial,AllPub,Paved,RM,4.4,2.5,5.0,4.07,860696,420340,20016180
P02825,KK Nagar,1329,19-07-2011,44,1.0,1.0,3,AbNormal,Yes,23-07-1992,Others,AllPub,Paved,RL,4.4,4.3,2.4,3.57,492038,236178,9840760
P04777,KK Nagar,2363,02-07-2010,169,4.0,2.0,6,Family,No,07-07-1991,Commercial,NoSewr ,Gravel,RL,3.5,4.9,4.6,4.36,756744,184572,18457180
P09423,Chrompet,787,13-12-2006,162,1.0,1.0,2,Partial,Yes,20-12-1976,Commercial,NoSeWa,No Access,RM,3.4,4.3,4.4,4.06,311799,182779,10751700
P04130,Karapakkam,1650,30-10-2010,14,2.0,2.0,4,Family,Yes,10-11-1964,Commercial,NoSeWa,Paved,A,3.0,5.0,3.9,3.96,411626,84436,10554500
P09733,Velachery,1888,25-10-2005,38,3.0,2.0,5,AbNormal,No,28-10-1995,Others,NoSewr ,Paved,RM,2.6,4.2,4.0,3.74,365093,153104,11777200
P02136,KK Nagar,2493,03-12-2011,169,4.0,2.0,6,Family,No,05-12-2001,Others,NoSeWa,Paved,RH,3.7,3.6,4.3,3.91,583328,170137,12152660
P06389,Chrompet,963,30-08-2009,104,1.0,1.0,3,Partial,No,09-09-1970,Commercial,AllPub,No Access,RM,4.7,4.2,2.0,3.69,370394,44896,11224050
P02052,Karapakkam,1237,18-12-2011,14,1.0,1.0,3,Normal Sale,Yes,23-12-1989,Others,NoSeWa,Paved,C,2.4,2.3,4.7,3.29,279779,143301,6823875
P01042,Chrompet,951,01-02-2013,128,1.0,1.0,3,Family,No,09-02-1983,Commercial,NoSeWa,No Access,RM,5.0,5.0,2.3,4.19,337941,33794,11264700
P03383,Karapakkam,1228,05-04-2011,141,1.0,1.0,3,AdjLand,Yes,08-04-1999,Commercial,ELO,Gravel,RH,2.0,4.0,2.6,2.84,553488,219089,11531000
P03107,Karapakkam,1194,25-05-2011,110,1.0,1.0,3,Family,No,03-06-1973,Others,NoSeWa,Gravel,A,4.8,4.6,3.2,4.1,229932,64167,5347250
P01196,Anna Nagar,1719,01-11-2012,101,1.0,1.0,4,AdjLand,Yes,07-11-1991,Commercial,AllPub,No Access,RH,4.2,4.9,3.8,4.215,487367,97473,19494670
P09657,Velachery,1651,20-04-2006,187,2.0,1.0,4,AbNormal,No,29-04-1969,Commercial,NoSeWa,Paved,RL,4.8,4.4,2.3,3.87,416053,152553,13868440
P02054,Karapakkam,1003,18-12-2011,42,1.0,1.0,3,AdjLand,No,21-12-1998,House,ELO,Paved,RL,4.0,3.4,4.9,4.18,282570,84771,7064250
P09198,T Nagar,1709,01-03-2007,140,1.0,1.0,4,AbNormal,No,05-03-1989,Commercial,AllPub,Paved,RM,3.5,2.6,3.8,3.41,538895,139713,19959060
P01266,T Nagar,1858,16-09-2012,156,2.0,1.0,5,AbNormal,Yes,22-09-1988,House,AllPub,No Access,RH,4.6,4.3,5.0,4.705,330086,228521,12695630
P00334,Chrompet,1217,27-06-2014,87,2.0,1.0,4,AbNormal,Yes,29-06-2004,Others,ELO,Gravel,RM,3.2,2.5,4.7,3.37,379641,154229,11863790
P00675,Anna Nagar,1751,25-10-2013,183,1.0,1.0,4,Family,Yes,30-10-1994,House,ELO,Paved,RM,2.4,3.6,3.0,2.94,506615,253308,13331980
P00445,Chrompet,923,12-04-2014,200,1.0,1.0,3,AbNormal,Yes,16-04-1998,Commercial,AllPub,Gravel,RM,4.7,2.2,3.4,3.31,422834,150038,13639800
P03994,Adyar,836,28-11-2010,30,1.0,1.0,3,Family,No,03-12-1988,Other,ELO,No Access,RL,4.0,4.3,2.5,3.31,252594,44575,7429230
P07721,KK Nagar,1973,21-08-2008,58,3.0,2.0,5,Partial,Yes,26-08-1991,Others,NoSewr ,Gravel,RM,3.3,2.4,2.5,2.71,626289,204502,12781400
P03130,Adyar,630,21-05-2011,141,1.0,1.0,2,Normal Sale,Yes,30-05-1972,Commercial,ELO,Gravel,I,3.5,3.6,4.9,4.22,309761,28160,9386685
P02682,KK Nagar,2177,19-08-2011,119,3.0,2.0,5,Normal Sale,Yes,22-08-1999,Others,AllPub,Gravel,RL,4.8,4.8,4.2,4.56,542127,189745,13553180
P06527,Anna Nagar,1582,31-07-2009,152,1.0,1.0,4,Partial,No,02-08-2001,House,NoSewr ,No Access,RL,2.7,2.6,2.9,2.755,381550,180176,10598610
P03527,Karapakkam,1686,08-03-2011,15,2.0,2.0,4,Partial,Yes,15-03-1981,Commercial,AllPub,No Access,A,4.2,4.0,3.5,3.86,388815,168136,10508500
P07451,T Nagar,1943,05-11-2008,72,2.0,1.0,5,Normal Sale,No,08-11-1999,House,NoSewr ,No Access,RM,4.2,2.0,4.8,3.92,415678,147499,13408980
P09448,T Nagar,1519,01-12-2006,91,1.0,1.0,4,AdjLand,No,06-12-1986,Others,NoSewr ,Gravel,RH,3.9,2.0,2.1,2.615,332986,209658,12332820
P06964,Velachery,1824,03-04-2009,187,3.0,2.0,5,Normal Sale,No,11-04-1976,House,NoSewr ,Paved,I,3.9,2.3,4.1,,273570,76942,8549060
P09816,Velachery,1509,16-05-2005,60,2.0,1.0,4,AdjLand,Yes,21-05-1985,Others,AllPub,Paved,C,2.5,4.4,3.2,3.57,288877,83867,9318600
P03552,Karapakkam,1014,03-03-2011,112,1.0,1.0,3,AbNormal,Yes,12-03-1974,Others,NoSewr ,Gravel,RL,2.6,4.5,4.1,3.77,386262,75573,8397000
P08788,Adyar,1177,18-08-2007,47,1.0,1.0,3,AdjLand,Yes,19-08-2000,House,ELO,Gravel,RH,5.0,2.8,3.8,3.96,394583,159966,10664405
P00802,Anna Nagar,1804,14-07-2013,5,2.0,1.0,5,Normal Sale,Yes,19-07-1992,Others,ELO,No Access,RH,2.8,3.6,2.2,2.76,339907,143807,13073340
P02443,Karapakkam,1484,03-10-2011,75,2.0,2.0,4,Family,Yes,06-10-1999,Others,NoSeWa,Paved,RH,4.8,4.7,4.5,4.65,344299,144968,9060500
P01280,Chrompet,996,04-09-2012,191,1.0,1.0,3,Family,Yes,11-09-1984,House,ELO,Gravel,RL,2.5,3.0,2.5,2.7,264927,63948,9135400
P05182,T Nagar,1882,14-04-2010,171,2.0,1.0,5,AdjLand,Yes,20-04-1986,Commercial,NoSewr ,Paved,RL,4.2,3.1,2.9,3.34,639267,242480,22043680
P08230,Chrompet,1184,16-03-2008,197,1.0,1.0,3,AdjLand,Yes,26-03-1968,House,AllPub,Gravel,RH,4.2,4.8,5.0,4.68,317773,59582,9930400
P04281,Chrompet,1067,01-10-2010,97,1.0,1.0,3,Normal Sale,No,09-10-1976,House,NoSewr ,Gravel,RL,2.8,2.1,3.5,2.73,240523,42951,8590100
P03030,Chrompet,801,11-06-2011,140,1.0,1.0,3,Family,No,20-06-1972,Commercial,AllPub,No Access,RM,2.7,4.9,4.3,4.06,336054,91651,10183450
P07654,Velachery,1998,11-09-2008,91,3.0,2.0,5,Family,Yes,20-09-1972,House,AllPub,Gravel,A,2.5,3.7,3.3,3.28,317782,121505,9346520
P09768,Velachery,1506,28-08-2005,180,2.0,1.0,4,AdjLand,No,03-09-1982,Others,NoSewr ,Gravel,C,2.4,2.3,4.7,3.05,291588,85761,8576110
P05536,Karapakkam,591,06-02-2010,106,1.0,1.0,2,AbNormal,Yes,14-02-1979,Commercial,NoSeWa,No Access,RL,2.9,3.2,4.0,3.43,228552,164272,7142250
P03868,Karapakkam,1462,26-12-2010,182,2.0,2.0,4,Partial,No,02-01-1981,House,ELO,No Access,A,4.0,2.6,2.9,3.14,213714,95953,4361500
P05004,Karapakkam,1620,18-05-2010,12,2.0,2.0,4,AdjLand,Yes,29-05-1967,House,NoSewr ,Paved,RL,2.6,2.0,2.6,2.42,384857,128286,9163250
P00441,Chrompet,779,16-04-2014,35,1.0,1.0,2,Normal Sale,Yes,23-04-1986,House,NoSeWa,Gravel,RM,2.5,3.1,2.7,2.8,261267,36037,9009200
P02918,Velachery,1808,29-06-2011,6,3.0,2.0,5,Partial,No,11-07-1960,House,AllPub,No Access,RM,3.6,4.8,3.5,4.11,292740,137222,9148120
P03032,Karapakkam,1685,10-06-2011,56,2.0,2.0,4,Partial,Yes,12-06-2000,Others,NoSewr ,Paved,I,2.3,3.7,3.8,3.32,355825,133434,8895625
